,year,type,activity,sex,age,fatal_y_n,time,species,latitude,longitude
5747,2008.0,Unprovoked,Surfing,M,Child,N,Noon,Other,35.6729639,-79.0392919
5749,2007.0,Unprovoked,Surf-skiing,F,Middle-aged Adult,N,Morning,Other,-31.8759835,147.2869493
5750,2007.0,Unprovoked,Other,M,Others,N,Other,Other,36.7014631,-118.755997
5751,2007.0,Unprovoked,Wading,F,Young Adult,N,Noon,5' shark,35.6729639,-79.0392919
5752,2007.0,Provoked,Fishing,M,Middle-aged Adult,N,Other,Other,51.20707485,0.7210361813401444
5754,2006.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,-36.5986096,144.6780052
5757,2006.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
5758,2006.0,Unprovoked,Swimming,M,Others,N,Other,Other,-22.1646782,144.5844903
5759,2006.0,Unprovoked,Scuba diving,M,Middle-aged Adult,N,Morning,Other,-25.2303005,121.0187246
5760,2005.0,Unprovoked,Wading,M,Teenager,N,Other,Other,27.7567667,-81.4639835
5762,2005.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
5763,2005.0,Provoked,Other,M,Middle-aged Adult,N,Noon,Other,34.5802074,-105.996047
5765,2004.0,Unprovoked,Swimming,M,Young Adult,Y,Other,Other,-8.4116316,-37.5919699
5768,2003.0,Unprovoked,Body boarding,M,Teenager,N,Evening,6' shark,27.7567667,-81.4639835
5769,2003.0,Unprovoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
5770,2003.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
5772,2002.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
5773,2002.0,Unprovoked,Swimming,M,Child,N,Noon,Other,27.7567667,-81.4639835
5774,2002.0,Unprovoked,Other,M,Young Adult,N,Morning,1.2 m [4'] shark,27.7567667,-81.4639835
5775,2002.0,Unprovoked,Wading,F,Child,N,Morning,Other,27.7567667,-81.4639835
5777,2001.0,Unprovoked,Standing,F,Young Adult,N,Noon,Other,27.7567667,-81.4639835
5778,2001.0,Unprovoked,Other,F,Others,N,Other,Other,33.6874388,-80.4363743
5779,2001.0,Unprovoked,Other,F,Others,N,Other,Other,27.7567667,-81.4639835
5780,2000.0,Unprovoked,Other,M,Senior,Y,Noon,Other,27.7567667,-81.4639835
5781,2000.0,Watercraft,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
5782,1999.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
5784,1997.0,Unprovoked,Other,M,Teenager,N,Morning,Other,19.593801499999998,-155.42837009716908
5785,1997.0,Unprovoked,Other,F,Child,N,Noon,Other,27.7567667,-81.4639835
5786,1997.0,Unprovoked,Surfing,M,Young Adult,Y,Noon,Other,-32.2171831,26.6386401
5787,1996.0,Unprovoked,Other,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
5788,1996.0,Invalid,Other,M,Middle-aged Adult,Y,Other,Other,-31.8759835,147.2869493
5789,1995.0,Unprovoked,Surfing,M,Others,N,Other,Other,-8.4116316,-37.5919699
5790,1995.0,Unprovoked,Surfing,M,Teenager,N,Evening,5' shark,27.7567667,-81.4639835
5791,1995.0,Unprovoked,Other,F,Teenager,N,Other,Other,33.6874388,-80.4363743
5792,1995.0,Unprovoked,Kayaking,F,Others,N,Other,Other,36.7014631,-118.755997
5793,1994.0,Unprovoked,Other,F,Others,N,Other,Other,52.0748349,4.3152572
5794,1993.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Other,-22.1646782,144.5844903
5795,1992.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,-30.5343665,135.6301212
5796,1992.0,Unprovoked,Surfing,M,Others,N,Other,Other,-5.2085503,-45.3930262
5797,1992.0,Unprovoked,Other,M,Others,N,Morning,Other,33.6013646,132.8185275
5798,1990.0,Unprovoked,Spearfishing,M,Young Adult,N,Noon,Other,-33.546977,20.72753
5799,1990.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
5800,1990.0,Unprovoked,Spearfishing,M,Middle-aged Adult,N,Noon,Other,-20.35569395,-40.28820017262445
5801,1989.0,Provoked,Other,M,Young Adult,N,Other,Other,-22.1646782,144.5844903
5802,1988.0,Unprovoked,Other,M,Young Adult,N,Evening,Other,43.9792797,-120.737257
5804,1987.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,-33.546977,20.72753
5805,1985.0,Unprovoked,Body boarding,M,Young Adult,N,Other,Other,19.593801499999998,-155.42837009716908
5807,1983.0,Unprovoked,Spearfishing,M,Teenager,N,Morning,Other,-28.503833,30.8875009
5808,1982.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
5809,1982.0,Unprovoked,Swimming,F,Senior,Y,Other,Other,27.7567667,-81.4639835
5811,1981.0,Unprovoked,Other,F,Teenager,Y,Other,Other,27.7567667,-81.4639835
5812,1981.0,Unprovoked,Swimming,M,Young Adult,N,Evening,Other,-28.503833,30.8875009
5813,1977.0,Provoked,Standing,M,Others,N,Other,Other,-33.546977,20.72753
5814,1976.0,Unprovoked,Other,M,Teenager,N,Noon,Other,-33.546977,20.72753
5816,1975.0,Unprovoked,Other,M,Young Adult,N,Other,1.2 m [4'] shark,-28.503833,30.8875009
5817,1975.0,Unprovoked,Swimming,M,Teenager,N,Noon,4' shark,33.6874388,-80.4363743
5819,1973.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,22.48988395,114.4011686786859
5821,1973.0,Unprovoked,Surfing,M,Teenager,N,Morning,Other,-32.2171831,26.6386401
5822,1972.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,-23.328398,32.8066057
5823,1972.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,-42.035067,146.6366887
5824,1971.0,Unprovoked,Swimming,M,Others,Y,Morning,Other,-33.546977,20.72753
5825,1971.0,Unprovoked,Swimming,M,Others,N,Noon,Other,-42.035067,146.6366887
5826,1970.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
5827,1970.0,Unprovoked,Swimming,M,Teenager,N,Other,Other,-22.431133,31.3441915
5828,1970.0,Unprovoked,Other,M,Teenager,N,Other,Other,-3.0,151.5
5829,1969.0,Unprovoked,Diving,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
5830,1968.0,Provoked,Other,M,Middle-aged Adult,N,Other,Other,-31.8759835,147.2869493
5832,1967.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-33.546977,20.72753
5833,1966.0,Unprovoked,Swimming,M,Young Adult,Y,Other,White shark,45.4225937,14.6172032
5834,1966.0,Unprovoked,Swimming,M,Young Adult,Y,Other,Other,25.2071597,121.659678
5835,1966.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
5837,1965.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
5838,1964.0,Unprovoked,Swimming,M,Young Adult,Y,Noon,Other,25.2071597,121.659678
5839,1964.0,Unprovoked,Floating,M,Child,N,Other,Other,27.7567667,-81.4639835
5840,1964.0,Unprovoked,Other,M,Others,N,Other,Other,-25.2303005,121.0187246
5843,1961.0,Provoked,Spearfishing,M,Senior,N,Noon,Other,40.7127281,-74.0060152
5844,1961.0,Provoked,Spearfishing,M,Young Adult,N,Other,Other,-31.8759835,147.2869493
5848,1959.0,Unprovoked,Spearfishing,M,Teenager,N,Morning,Other,27.7567667,-81.4639835
5849,1958.0,Unprovoked,Other,M,Teenager,N,Other,Other,36.7014631,-118.755997
5851,1956.0,Unprovoked,Fishing,M,Others,N,Other,Other,-10.0,148.0
5852,1955.0,Unprovoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
5853,1955.0,Unprovoked,Other,M,Others,N,Other,Other,-3.70214725,152.43600214892317
5854,1954.0,Unprovoked,Other,M,Others,Y,Noon,Other,-10.0,148.0
5855,1953.0,Unprovoked,Standing,F,Others,N,Other,Other,27.7567667,-81.4639835
5856,1952.0,Unprovoked,Other,M,Middle-aged Adult,Y,Other,Other,19.593801499999998,-155.42837009716908
5857,1950.0,Provoked,Other,M,Young Adult,N,Morning,Other,13.7449622,-89.36108191926213
5858,1950.0,Unprovoked,Treading water,M,Young Adult,N,Morning,Other,-28.503833,30.8875009
5859,1950.0,Watercraft,Other,M,Others,N,Other,Other,-42.035067,146.6366887
5860,1950.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,6.149,80.73181777500001
5861,1949.0,Unprovoked,Bathing,M,Others,N,Other,Other,23.9891553,-98.7026825
5862,1947.0,Unprovoked,Fishing,M,Child,N,Other,Other,-31.8759835,147.2869493
5863,1947.0,Unprovoked,Other,M,Teenager,N,Other,Other,-31.8759835,147.2869493
5864,1946.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-30.5343665,135.6301212
5865,1946.0,Unprovoked,Other,M,Child,N,Other,Other,31.5563051,49.0058885
5867,1945.0,Unprovoked,Walking,M,Middle-aged Adult,N,Noon,Other,-28.503833,30.8875009
5869,1944.0,Watercraft,Fishing,M,Others,N,Other,Other,-25.2303005,121.0187246
5870,1943.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,-30.5160524,151.6652374
5871,1942.0,Unprovoked,Treading water,M,Young Adult,N,Noon,Other,-22.1646782,144.5844903
5872,1942.0,Provoked,Other,M,Young Adult,N,Other,Other,44.4777617,8.7026296
5876,1938.0,Provoked,Fishing,M,Others,N,Other,Other,36.7014631,-118.755997
5877,1938.0,Provoked,Other,M,Young Adult,N,Other,Other,36.7014631,-118.755997
5878,1938.0,Unprovoked,Other,M,Young Adult,Y,Other,Other,-10.416667,142.166667
5879,1938.0,Unprovoked,Fishing,M,Others,Y,Other,Other,10.091098599999999,-85.50111185032364
5880,1936.0,Unprovoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
5881,1936.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
5882,1935.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-10.416667,142.166667
5883,1933.0,Unprovoked,Standing,F,Others,N,Other,Other,33.6874388,-80.4363743
5886,1930.0,Sea Disaster,Other,M,Others,Y,Other,Other,52.0532871,4.5425013
5887,1929.0,Unprovoked,Body surfing,M,Young Adult,Y,Noon,Other,-31.8759835,147.2869493
5888,1924.0,Unprovoked,Other,F,Others,Y,Other,Other,23.9891553,-98.7026825
5889,1923.0,Watercraft,Other,M,Others,Y,Other,Other,-31.8759835,147.2869493
5890,1912.0,Provoked,Other,M,Others,N,Other,Other,-25.2303005,121.0187246
5893,1910.0,Unprovoked,Other,M,Others,Y,Other,Other,9.192987374148444,-79.65254243517884
5894,1909.0,Unprovoked,Fell overboard,M,Others,Y,Other,Other,-31.8759835,147.2869493
5895,1909.0,Unprovoked,Other,M,Others,Y,Other,Other,27.7567667,-81.4639835
5896,1909.0,Unprovoked,Swimming,M,Teenager,N,Other,Other,27.7567667,-81.4639835
5897,1908.0,Sea Disaster,Other,M,Others,Y,Other,Other,32.3293809,-83.1137366
5900,1903.0,Unprovoked,Fishing,M,Others,Y,Other,Other,19.593801499999998,-155.42837009716908
5901,1902.0,Unprovoked,Fishing,M,Others,N,Other,Other,31.2638905,-98.5456116
5902,1902.0,Unprovoked,Other,M,Others,N,Other,Other,7.9043,123.3194
5904,1892.0,Unprovoked,Fishing,M,Others,N,Other,Other,-29.0328038,167.9483137
5905,1890.0,Unprovoked,Swimming,M,Others,N,Other,Other,-33.9591646,150.8638346
5907,1887.0,Sea Disaster,Other,M,Others,Y,Other,Other,-20.35569395,-40.28820017262445
5909,1642.0,Unprovoked,Swimming,M,Others,Y,Other,Other,40.7127281,-74.0060152
5912,1972.0,Provoked,Other,M,Others,N,Other,Other,16.3876268,73.7308816
5913,1972.0,Unprovoked,Other,M,Others,Y,Other,Other,32.7087595,20.9506691
5916,1972.0,Unprovoked,Swimming,M,Others,Y,Other,Other,35.6729639,-79.0392919
5918,2023.0,Unprovoked,Other,M,Others,N,Other,Other,19.593801499999998,-155.42837009716908
5919,2023.0,Unprovoked,Swimming,F,Teenager,Y,Noon,Bull shark,-25.2303005,121.0187246
5920,2022.0,Unprovoked,Other,M,Middle-aged Adult,N,Other,Other,30.8703881,-92.007126
5921,2022.0,Unprovoked,Snorkeling,F,Senior,Y,Noon,Bull shark,-20.35569395,-40.28820017262445
5922,2022.0,Unprovoked,Swimming,F,Young Adult,N,Evening,Other,27.7567667,-81.4639835
5923,2022.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-35.29652355,149.12957364767345
5924,2022.0,Unprovoked,Swimming,M,Others,N,Other,Wobbegong shark,-31.8759835,147.2869493
5925,2021.0,Unprovoked,Diving,M,Teenager,N,Other,Other,19.6666671,-88.5000001
5927,2021.0,Unprovoked,Standing,M,Child,N,Noon,Other,27.7567667,-81.4639835
5928,2020.0,Unprovoked,Surfing,M,Middle-aged Adult,Y,Morning,Other,-25.2303005,121.0187246
5929,2020.0,Provoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
5930,2020.0,Unprovoked,Other,M,Others,N,Other,Other,27.7567667,-81.4639835
5931,2020.0,Provoked,Fishing,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
5932,2020.0,Unprovoked,Spearfishing,M,Middle-aged Adult,Y,Noon,Other,-22.1646782,144.5844903
5933,2020.0,Unprovoked,Surfing,M,Young Adult,Y,Noon,White shark,36.7014631,-118.755997
5934,2019.0,Unprovoked,Surf skiing,M,Others,N,Morning,Other,-32.2171831,26.6386401
5935,2019.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
5936,2019.0,Unprovoked,Standing,F,Teenager,N,Noon,Other,35.6729639,-79.0392919
5937,2018.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Other,-38.00353045,175.95782102762962
5938,2018.0,Unprovoked,Swimming,M,Teenager,N,Evening,Other,36.7014631,-118.755997
5939,2018.0,Unprovoked,Boogie boarding,M,Child,N,Other,Other,33.6874388,-80.4363743
5940,2018.0,Unprovoked,Body boarding,M,Young Adult,N,Other,6' shark,19.593801499999998,-155.42837009716908
5942,2017.0,Unprovoked,Surfing,F,Young Adult,N,Noon,Other,27.7567667,-81.4639835
5943,2017.0,Unprovoked,Spearfishing,M,Young Adult,N,Morning,Other,-22.1646782,144.5844903
5944,2017.0,Provoked,Other,F,Others,N,Other,Other,-8.4116316,-37.5919699
5945,2017.0,Unprovoked,Other,M,Middle-aged Adult,N,Noon,Other,-22.1646782,144.5844903
5946,2016.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
5947,2016.0,Unprovoked,Floating,F,Senior,N,Morning,Tiger shark,19.593801499999998,-155.42837009716908
5948,2016.0,Unprovoked,Other,M,Senior,N,Evening,Other,36.7014631,-118.755997
5949,2016.0,Provoked,Fishing,M,Young Adult,N,Night,Other,-22.1646782,144.5844903
5950,2016.0,Unprovoked,Surfing,M,Others,N,Morning,Other,19.593801499999998,-155.42837009716908
5951,2016.0,Unprovoked,Other,F,Child,N,Evening,Other,31.2638905,-98.5456116
5952,2016.0,Provoked,Fishing,M,Middle-aged Adult,N,Other,Other,-38.00353045,175.95782102762962
5954,2015.0,Unprovoked,Swimming,F,Others,N,Morning,Other,27.7567667,-81.4639835
5955,2015.0,Unprovoked,Spearfishing,M,Middle-aged Adult,N,Other,Other,-25.2303005,121.0187246
5956,2015.0,Unprovoked,Other,F,Young Adult,Y,Other,Other,-22.779116,34.5661741
5957,2015.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
5959,2015.0,Unprovoked,Swimming,F,Young Adult,Y,Evening,Other,-21.2704597,55.3691019
5961,2014.0,Unprovoked,Body boarding,M,Middle-aged Adult,N,Morning,Other,-30.5343665,135.6301212
5962,2013.0,Unprovoked,Other,M,Others,N,Morning,Other,-25.2303005,121.0187246
5963,2013.0,Unprovoked,Wading,M,Child,N,Noon,Other,27.7567667,-81.4639835
5964,2013.0,Unprovoked,Surfing,M,Others,N,Other,Other,27.7567667,-81.4639835
5967,2013.0,Unprovoked,Other,M,Teenager,N,Other,Other,17.9692835,-76.76522019694673
5968,2012.0,Unprovoked,Diving,M,Young Adult,N,Morning,Other,19.593801499999998,-155.42837009716908
5969,2012.0,Unprovoked,Other,F,Young Adult,N,Other,Other,27.7567667,-81.4639835
5970,2012.0,Unprovoked,Swimming,M,Others,N,Other,Other,33.6874388,-80.4363743
5971,2012.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,-22.1646782,144.5844903
5972,2011.0,Unprovoked,Surfing,M,Senior,N,Morning,Other,-31.8759835,147.2869493
5973,2011.0,Sea Disaster,Other,M,Middle-aged Adult,N,Other,Other,14.574348,121.0585012
5974,2011.0,Unprovoked,Spearfishing,M,Young Adult,N,Other,Other,12.5327408,-81.7202191
5975,2011.0,Unprovoked,Other,M,Teenager,N,Noon,Other,-25.2303005,121.0187246
5976,2011.0,Unprovoked,Other,F,Young Adult,N,Noon,Other,-31.8759835,147.2869493
5977,2011.0,Provoked,Fishing,M,Others,N,Morning,Other,-22.1646782,144.5844903
5978,2010.0,Unprovoked,Surfing,M,Young Adult,N,Noon,White shark,43.9792797,-120.737257
5979,2010.0,Provoked,Fishing,F,Others,N,Evening,Other,-22.1646782,144.5844903
5980,2010.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,27.7567667,-81.4639835
5981,2010.0,Unprovoked,Swimming,F,Teenager,N,Noon,Other,35.6729639,-79.0392919
5982,2010.0,Unprovoked,Surfing,M,Others,N,Noon,Other,-31.8759835,147.2869493
5983,2010.0,Unprovoked,Wading,F,Child,N,Morning,4' shark,27.7567667,-81.4639835
5984,2009.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,13.9146826,121.0867566
5985,2009.0,Unprovoked,Surfing,M,Teenager,Y,Morning,Other,-22.27584205,166.6417946075743
5986,2009.0,Unprovoked,Swimming,M,Young Adult,Y,Noon,Tiger shark,-32.2171831,26.6386401
5987,2008.0,Unprovoked,Surfing,M,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
5988,2008.0,Unprovoked,Other,M,Child,N,Other,Other,27.7567667,-81.4639835
5989,2007.0,Unprovoked,Swimming,F,Young Adult,Y,Other,White shark,-20.9328607,167.16578476651785
5991,2007.0,Watercraft,Other,M,Others,N,Morning,White shark,36.7014631,-118.755997
5992,2006.0,Unprovoked,Fishing,M,Teenager,N,Other,Other,27.7567667,-81.4639835
5993,2006.0,Unprovoked,Other,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
5994,2006.0,Unprovoked,Surfing,M,Teenager,N,Evening,Other,-31.8759835,147.2869493
5995,2006.0,Unprovoked,Swimming,F,Young Adult,Y,Evening,Bull shark,-22.1646782,144.5844903
5996,2005.0,Unprovoked,Surfing,M,Young Adult,N,Noon,White shark,43.9792797,-120.737257
5997,2005.0,Unprovoked,Surfing,M,Young Adult,N,Evening,Other,19.593801499999998,-155.42837009716908
5999,2005.0,Sea Disaster,Other,M,Others,N,Other,Other,33.6874388,-80.4363743
6000,2004.0,Unprovoked,Other,M,Teenager,Y,Noon,Other,-30.5343665,135.6301212
6001,2004.0,Unprovoked,Spearfishing,M,Middle-aged Adult,Y,Noon,Bull shark,-22.1646782,144.5844903
6002,2004.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,36.7014631,-118.755997
6004,2003.0,Unprovoked,Other,M,Middle-aged Adult,Y,Other,Other,-36.9517582,174.79258853027676
6006,2002.0,Provoked,Fishing,M,Others,N,Other,Other,27.7567667,-81.4639835
6007,2002.0,Unprovoked,Swimming,M,Teenager,N,Noon,Other,-8.4116316,-37.5919699
6009,2001.0,Unprovoked,Other,M,Young Adult,N,Evening,Other,32.3293809,-83.1137366
6011,2000.0,Unprovoked,Other,M,Child,N,Other,Other,27.7567667,-81.4639835
6012,2000.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-32.2171831,26.6386401
6013,2000.0,Unprovoked,Other,F,Middle-aged Adult,N,Noon,Other,27.7567667,-81.4639835
6015,1999.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-20.9328607,167.16578476651785
6016,1998.0,Provoked,Other,M,Middle-aged Adult,N,Other,6' shark,26.192878,127.6608066
6018,1998.0,Unprovoked,Surfing,M,Young Adult,N,Other,Other,-32.2171831,26.6386401
6019,1998.0,Unprovoked,Surfing,M,Others,N,Other,Other,-30.5343665,135.6301212
6020,1997.0,Unprovoked,Spearfishing,M,Middle-aged Adult,Y,Noon,White shark,-33.546977,20.72753
6021,1997.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,26.3918096,-77.1370018
6022,1997.0,Unprovoked,Other,M,Others,N,Other,Other,-21.2657819,55.3668941
6023,1996.0,Provoked,Spearfishing,M,Young Adult,N,Morning,White shark,-28.503833,30.8875009
6024,1996.0,Unprovoked,Surfing,M,Young Adult,N,Morning,Other,27.7567667,-81.4639835
6026,1996.0,Unprovoked,Other,M,Others,Y,Other,Other,-16.8261493,-179.9354607
6028,1995.0,Unprovoked,Swimming,F,Middle-aged Adult,Y,Other,Other,22.341134699999998,114.25871617014174
6030,1993.0,Unprovoked,Swimming,M,Young Adult,N,Other,Other,27.7567667,-81.4639835
6031,1993.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,36.7014631,-118.755997
6032,1993.0,Unprovoked,Playing,F,Child,N,Evening,Other,27.7567667,-81.4639835
6033,1991.0,Provoked,Other,M,Middle-aged Adult,N,Other,Other,-22.1646782,144.5844903
6034,1991.0,Unprovoked,Swimming,M,Young Adult,N,Noon,Other,33.6874388,-80.4363743
6035,1991.0,Unprovoked,Wading,F,Child,N,Noon,3' shark,27.7567667,-81.4639835
6036,1991.0,Unprovoked,Swimming,M,Young Adult,N,Morning,Other,-22.1646782,144.5844903
6037,1988.0,Sea Disaster,Other,M,Senior,Y,Other,Other,-22.1646782,144.5844903
6038,1988.0,Unprovoked,Swimming,M,Young Adult,N,Evening,Other,27.7567667,-81.4639835
6039,1988.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,-28.503833,30.8875009
6040,1987.0,Unprovoked,Snorkeling,M,Young Adult,N,Noon,Other,23.5654057,-75.88044508724352
6041,1986.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,-28.503833,30.8875009
6044,1982.0,Unprovoked,Other,F,Child,N,Morning,Other,27.7567667,-81.4639835
6046,1980.0,Unprovoked,Surfing,M,Young Adult,N,Noon,Other,43.9792797,-120.737257
6047,1980.0,Unprovoked,Other,M,Others,Y,Morning,White shark,-31.9121611,-71.5138887
6048,1979.0,Unprovoked,Diving,M,Young Adult,N,Other,6' shark,19.2295257,110.6038942
6049,1978.0,Unprovoked,Surfing,F,Others,N,Other,Other,27.7567667,-81.4639835
6050,1975.0,Unprovoked,Other,M,Others,N,Other,Other,-22.1646782,144.5844903
6052,1975.0,Unprovoked,Other,F,Others,N,Other,Other,-22.1646782,144.5844903
6053,1974.0,Unprovoked,Standing,M,Teenager,N,Noon,Other,-32.2171831,26.6386401
6054,1974.0,Unprovoked,Swimming,M,Young Adult,Y,Other,Other,-23.328398,32.8066057
6055,1972.0,Unprovoked,Swimming,M,Teenager,Y,Evening,Other,-23.328398,32.8066057
6056,1972.0,Unprovoked,Swimming,M,Young Adult,Y,Other,Other,-32.2171831,26.6386401
6058,1969.0,Provoked,Fishing,M,Young Adult,N,Other,Other,42.3788774,-72.032366
6059,1968.0,Unprovoked,Standing,M,Teenager,N,Evening,Other,27.7567667,-81.4639835
6060,1968.0,Unprovoked,Other,M,Young Adult,N,Other,Other,33.6874388,-80.4363743
6061,1968.0,Unprovoked,Other,M,Others,Y,Other,Other,23.5654057,-75.88044508724352
6062,1968.0,Unprovoked,Surfing,M,Teenager,N,Noon,Other,27.7567667,-81.4639835
6066,1965.0,Unprovoked,Other,F,Others,Y,Other,Other,25.0302511,-77.39603414176767
6069,1964.0,Provoked,Surf fishing,M,Others,N,Other,Other,-28.503833,30.8875009
6070,1963.0,Provoked,Other,M,Others,N,Morning,Other,27.7567667,-81.4639835
6072,1962.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,36.7014631,-118.755997
6074,1961.0,Unprovoked,Other,M,Middle-aged Adult,N,Evening,Other,19.593801499999998,-155.42837009716908
6075,1961.0,Provoked,Spearfishing,M,Others,N,Noon,Other,-31.8759835,147.2869493
6077,1960.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
6078,1960.0,Provoked,Other,M,Middle-aged Adult,N,Noon,Other,37.1232245,-78.4927721
6079,1960.0,Unprovoked,Surfing,M,Teenager,N,Other,Other,-31.8759835,147.2869493
6080,1959.0,Unprovoked,Other,M,Young Adult,N,Morning,Other,36.7014631,-118.755997
6081,1959.0,Provoked,Other,M,Young Adult,N,Other,Other,36.7014631,-118.755997
6082,1959.0,Unprovoked,Other,M,Young Adult,N,Other,Other,-25.2303005,121.0187246
6083,1958.0,Unprovoked,Spearfishing,M,Others,Y,Other,Other,-2.10326445,146.93254478025523
6084,1957.0,Unprovoked,Spearfishing,M,Others,N,Other,Other,-30.5343665,135.6301212
6085,1957.0,Unprovoked,Other,M,Others,N,Other,Bull shark,32.0282434,49.382318
6086,1956.0,Unprovoked,Other,M,Child,N,Noon,Other,36.7014631,-118.755997
6087,1956.0,Provoked,Fishing,M,Middle-aged Adult,N,Other,Other,36.7014631,-118.755997
6088,1956.0,Watercraft,Other,M,Young Adult,Y,Other,Other,32.751750099999995,-16.98174865726062
